ProductID,Warehouse,OpeningStock,ReceivedStock,SoldStock,DamagedStock,ClosingStock,ReorderLevel,LeadTimeDays,SupplierRating
PROD000767,WH_20,90,36,29,0,97,28,6,4.9
PROD000767,WH_11,91,34,7,1,117,28,7,4.9
PROD000768,WH_03,57,25,10,0,72,21,18,3.7
PROD000768,WH_13,52,6,2,0,56,20,14,3.0
PROD000768,WH_19,102,46,4,0,144,30,8,4.1
PROD000769,WH_08,80,1,1,0,80,26,16,4.5
PROD000769,WH_15,41,45,1,0,85,18,11,3.5
PROD000769,WH_18,83,11,12,0,82,26,6,3.1
PROD000770,WH_18,100,11,1,0,110,30,2,4.6
PROD000770,WH_14,65,39,2,0,102,23,9,2.6
PROD000770,WH_17,61,22,13,0,70,22,17,3.0
PROD000770,WH_09,46,21,1,0,66,19,20,3.7
PROD000770,WH_05,78,13,5,0,86,25,16,3.7
PROD000771,WH_09,79,50,3,0,126,25,12,2.6
PROD000771,WH_10,112,68,24,0,156,32,19,3.8
PROD000771,WH_19,26,17,6,0,37,15,17,4.3
PROD000771,WH_04,191,95,50,1,235,48,6,2.6
PROD000772,WH_18,40,37,3,0,74,18,16,3.4
PROD000772,WH_17,71,31,1,0,101,24,14,4.9
PROD000772,WH_02,62,18,5,0,75,22,3,4.0
PROD000772,WH_03,39,27,3,0,63,17,11,4.7
PROD000773,WH_11,125,50,24,0,151,35,7,4.8
PROD000773,WH_16,70,21,4,0,87,24,16,4.1
PROD000773,WH_15,90,58,11,0,137,28,12,4.3
PROD000773,WH_19,60,52,4,1,107,22,5,3.3
PROD000773,WH_18,71,16,3,0,84,24,16,4.8
PROD000774,WH_12,23,18,4,0,37,14,19,3.1
PROD000774,WH_04,92,2,2,0,92,28,16,5.0
PROD000774,WH_14,95,7,0,0,102,29,12,4.6
PROD000774,WH_18,49,50,2,0,97,19,7,3.5
PROD000775,WH_18,33,60,10,0,83,16,19,3.5
PROD000775,WH_20,78,41,2,0,117,25,15,2.6
PROD000775,WH_15,93,20,2,0,111,28,16,3.6
PROD000776,WH_06,65,36,2,0,99,23,5,4.5
PROD000776,WH_05,81,39,1,0,119,26,15,3.6
PROD000776,WH_03,37,44,2,0,79,17,4,4.7
PROD000777,WH_09,57,62,16,0,103,21,10,4.6
PROD000777,WH_04,49,44,4,0,89,19,8,4.6
PROD000777,WH_14,31,40,3,0,68,16,11,4.1
PROD000777,WH_20,47,52,9,0,90,19,8,4.4
PROD000778,WH_12,28,37,4,0,61,15,20,4.0
PROD000778,WH_04,38,41,3,0,76,17,6,4.9
PROD000778,WH_03,49,14,1,0,62,19,11,3.5
PROD000778,WH_13,97,9,1,0,105,29,20,4.6
PROD000779,WH_14,21,3,4,0,20,14,2,2.6
PROD000779,WH_15,83,28,0,0,111,26,6,2.7
PROD000779,WH_19,30,49,0,0,79,16,4,4.7
PROD000779,WH_06,87,43,8,0,122,27,2,4.8
PROD000779,WH_13,20,21,2,0,39,14,12,3.0
PROD000780,WH_12,37,41,17,0,61,17,12,4.7
PROD000780,WH_20,56,16,7,0,65,21,19,4.0
PROD000780,WH_16,54,49,9,0,94,20,9,3.8
PROD000781,WH_20,33,7,3,0,37,16,4,2.5
PROD000781,WH_07,99,31,0,0,130,29,16,4.6
PROD000781,WH_17,34,34,1,0,67,16,15,2.7
PROD000782,WH_20,63,14,0,0,77,22,19,4.7
PROD000782,WH_05,74,90,38,0,126,24,7,2.9
PROD000782,WH_07,82,59,14,0,127,26,9,4.0
PROD000783,WH_08,111,47,8,0,150,32,9,4.6
PROD000783,WH_20,24,46,4,0,66,14,17,4.1
PROD000783,WH_12,32,52,4,0,80,16,14,3.4
PROD000783,WH_10,49,11,8,0,52,19,9,5.0
PROD000784,WH_19,60,7,0,0,67,22,2,3.5
PROD000784,WH_01,77,20,5,0,92,25,18,3.2
PROD000784,WH_18,80,34,0,0,114,26,9,3.8
PROD000784,WH_08,18,31,6,0,43,13,14,4.4
PROD000784,WH_07,23,21,6,0,38,14,5,2.8
PROD000785,WH_19,86,3,1,0,88,27,15,4.4
PROD000785,WH_10,26,43,1,0,68,15,10,2.5
PROD000785,WH_01,106,66,20,0,152,31,9,2.7
PROD000786,WH_17,27,22,2,0,47,15,15,3.4
PROD000786,WH_05,157,72,35,0,194,41,5,4.6
PROD000786,WH_13,58,16,7,0,67,21,7,3.5
PROD000786,WH_18,64,21,0,0,85,22,11,4.4
PROD000786,WH_20,100,102,57,1,144,30,4,2.7
PROD000787,WH_10,102,44,3,0,143,30,18,4.7
PROD000787,WH_17,46,31,3,0,74,19,17,3.3
PROD000787,WH_05,67,26,1,0,92,23,8,4.3
PROD000787,WH_04,30,54,4,0,80,16,8,3.0
PROD000787,WH_08,53,39,3,0,89,20,15,2.5
PROD000788,WH_10,90,7,0,0,97,28,5,2.6
PROD000788,WH_08,83,23,9,0,97,26,11,4.0
PROD000788,WH_16,39,34,2,0,71,17,8,4.2
PROD000788,WH_09,36,12,1,0,47,17,15,2.7
PROD000788,WH_02,72,4,0,0,76,24,17,2.6
PROD000789,WH_10,49,43,2,0,90,19,8,3.0
PROD000789,WH_20,31,11,8,1,33,16,19,4.9
PROD000789,WH_14,25,30,4,0,51,15,11,3.8
PROD000790,WH_11,76,20,12,0,84,25,5,3.0
PROD000790,WH_08,38,22,1,0,59,17,9,2.9
PROD000790,WH_03,137,65,39,0,163,37,7,5.0
PROD000791,WH_06,153,60,29,0,184,40,13,4.4
PROD000791,WH_18,582,394,292,3,681,126,7,2.8
PROD000791,WH_16,310,196,152,1,353,72,8,4.5
PROD000791,WH_13,91,24,1,0,114,28,11,3.2
PROD000792,WH_13,55,3,1,1,56,21,17,2.6
PROD000792,WH_06,66,32,1,0,97,23,14,2.7
PROD000792,WH_20,107,35,7,0,135,31,4,4.1
PROD000792,WH_17,93,15,1,0,107,28,17,4.2
PROD000792,WH_04,98,49,0,0,147,29,14,3.9
PROD000793,WH_11,90,28,1,0,117,28,3,4.8
PROD000793,WH_18,98,29,2,0,125,29,14,3.5
PROD000793,WH_08,71,35,11,0,95,24,9,2.6
PROD000793,WH_13,96,38,1,0,133,29,10,4.0
PROD000794,WH_15,38,31,8,0,61,17,12,5.0
PROD000794,WH_07,151,84,35,1,199,40,3,2.5
PROD000794,WH_05,109,35,10,0,134,31,16,3.0
PROD000794,WH_14,38,42,16,0,64,17,5,3.3
PROD000794,WH_01,103,65,29,0,139,30,15,3.6
PROD000795,WH_01,105,55,6,0,154,31,16,4.4
PROD000795,WH_06,40,52,4,0,88,18,10,4.7
PROD000795,WH_17,94,15,5,0,104,28,5,2.9
PROD000795,WH_16,47,19,0,0,66,19,6,4.7
PROD000795,WH_03,64,24,2,0,86,22,17,4.8
PROD000796,WH_18,179,112,48,0,243,45,4,4.6
PROD000796,WH_04,27,37,7,0,57,15,7,3.6
PROD000796,WH_17,93,20,13,0,100,28,19,2.6
PROD000797,WH_15,47,39,1,0,85,19,20,4.0
PROD000797,WH_10,30,43,3,0,70,16,3,3.6
PROD000797,WH_09,19,11,2,0,28,13,5,3.7
PROD000797,WH_20,76,15,1,0,90,25,20,4.8
PROD000797,WH_03,77,8,1,0,84,25,3,3.0
PROD000798,WH_05,31,21,1,0,51,16,3,5.0
PROD000798,WH_18,99,45,9,0,135,29,15,3.8
PROD000798,WH_07,84,39,8,0,115,26,18,3.4
PROD000799,WH_20,96,49,10,0,135,29,8,4.7
PROD000799,WH_07,58,34,0,0,92,21,11,3.3
PROD000799,WH_06,37,25,5,0,57,17,11,2.6
PROD000799,WH_13,27,36,3,0,60,15,13,4.8
PROD000799,WH_04,52,11,7,0,56,20,4,2.7
PROD000800,WH_01,19,10,1,0,28,13,14,3.9
PROD000800,WH_08,85,57,13,0,129,27,9,3.2
PROD000800,WH_05,35,12,0,0,47,17,9,4.1
PROD000800,WH_20,32,32,7,0,57,16,13,4.2
PROD000800,WH_06,67,12,10,0,69,23,8,3.8
PROD000801,WH_04,116,43,16,0,143,33,14,3.1
PROD000801,WH_03,55,25,10,0,70,21,2,4.0
PROD000801,WH_11,26,9,2,0,33,15,20,3.8
PROD000801,WH_10,11,23,0,0,34,12,14,3.1
PROD000802,WH_20,45,9,3,0,51,19,6,4.4
PROD000802,WH_09,51,44,20,0,75,20,12,2.8
PROD000802,WH_05,43,26,2,0,67,18,19,3.8
PROD000802,WH_10,114,56,29,0,141,32,10,2.9
PROD000802,WH_13,44,44,2,0,86,18,18,3.2
PROD000803,WH_06,35,45,2,0,78,17,9,4.0
PROD000803,WH_03,56,18,3,0,71,21,6,2.7
PROD000803,WH_02,101,45,3,0,143,30,13,2.8
PROD000804,WH_01,76,15,8,0,83,25,19,4.1
PROD000804,WH_15,72,29,3,0,98,24,12,3.4
PROD000804,WH_08,11,30,0,0,41,12,14,4.0
PROD000804,WH_09,82,44,13,0,113,26,20,4.1
PROD000805,WH_10,74,2,1,0,75,24,15,2.7
PROD000805,WH_14,81,25,3,0,103,26,10,4.9
PROD000805,WH_15,85,73,19,0,139,27,12,4.2
PROD000805,WH_06,59,33,2,0,90,21,17,4.8
PROD000805,WH_08,27,24,1,0,50,15,16,4.1
PROD000806,WH_13,59,65,14,0,110,21,6,4.7
PROD000806,WH_02,49,39,16,0,72,19,15,3.1
PROD000806,WH_10,100,21,18,0,103,30,8,3.4
PROD000806,WH_16,39,47,1,0,85,17,2,4.8
PROD000807,WH_16,26,50,2,0,74,15,6,3.6
PROD000807,WH_03,52,22,1,0,73,20,2,3.1
PROD000807,WH_09,67,43,1,0,109,23,4,3.7
PROD000807,WH_13,77,30,2,0,105,25,19,4.0
PROD000807,WH_20,44,15,2,0,57,18,8,3.4
PROD000808,WH_04,20,45,3,0,62,14,14,2.8
PROD000808,WH_11,40,16,3,1,52,18,13,4.6
PROD000808,WH_02,45,4,0,0,49,19,13,4.0
PROD000808,WH_10,83,8,2,0,89,26,15,3.7
PROD000809,WH_15,75,14,1,0,88,25,17,2.5
PROD000809,WH_12,72,47,3,0,116,24,7,4.1
PROD000809,WH_19,25,10,1,0,34,15,20,4.0
PROD000810,WH_16,69,39,1,0,107,23,4,3.1
PROD000810,WH_10,62,50,4,0,108,22,20,2.9
PROD000810,WH_14,153,68,38,1,182,40,8,3.6
PROD000811,WH_18,26,24,3,0,47,15,16,3.7
PROD000811,WH_01,83,5,1,0,87,26,14,3.1
PROD000811,WH_07,88,55,8,0,135,27,8,3.7
PROD000811,WH_08,87,59,9,0,137,27,16,3.3
PROD000811,WH_09,95,13,3,0,105,29,9,2.5
PROD000812,WH_18,44,10,6,0,48,18,18,3.9
PROD000812,WH_12,83,27,3,0,107,26,17,5.0
PROD000812,WH_03,51,5,3,0,53,20,4,3.8
PROD000812,WH_14,84,16,13,1,86,26,6,5.0
PROD000813,WH_10,86,15,1,0,100,27,2,3.9
PROD000813,WH_12,72,7,1,0,78,24,18,3.5
PROD000813,WH_16,28,49,1,0,76,15,4,2.9
PROD000813,WH_02,52,52,6,0,98,20,9,4.9
PROD000813,WH_09,65,19,3,1,80,23,20,4.4
PROD000814,WH_19,49,44,7,0,86,19,2,2.5
PROD000814,WH_14,58,50,17,0,91,21,17,4.3
PROD000814,WH_17,90,47,18,1,118,28,18,2.6
PROD000815,WH_07,43,32,8,0,67,18,8,4.5
PROD000815,WH_18,46,42,4,0,84,19,18,2.5
PROD000815,WH_13,88,13,1,0,100,27,5,2.9
PROD000815,WH_04,51,17,1,0,67,20,19,4.9
PROD000816,WH_09,95,34,0,0,129,29,11,3.5
PROD000816,WH_08,31,43,4,0,70,16,13,3.6
PROD000816,WH_19,68,11,8,0,71,23,4,3.5
PROD000817,WH_09,14,11,0,0,25,12,8,4.0
PROD000817,WH_13,65,47,1,0,111,23,14,2.5
PROD000817,WH_15,22,24,5,0,41,14,2,2.9
PROD000817,WH_18,66,18,1,0,83,23,2,3.0
PROD000818,WH_19,95,54,6,0,143,29,7,3.1
PROD000818,WH_15,80,32,1,0,111,26,7,4.9
PROD000818,WH_18,100,8,3,0,105,30,18,3.5
PROD000818,WH_14,84,38,18,1,103,26,4,3.1
PROD000819,WH_05,37,6,3,0,40,17,5,2.7
PROD000819,WH_07,21,41,1,0,61,14,2,3.7
PROD000819,WH_17,31,47,7,0,71,16,10,2.9
PROD000819,WH_08,37,40,2,0,75,17,6,3.4
PROD000820,WH_20,88,17,6,0,99,27,5,4.5
PROD000820,WH_19,39,25,2,0,62,17,10,3.6
PROD000820,WH_04,25,7,3,0,29,15,13,3.6
PROD000820,WH_15,75,20,4,0,91,25,2,5.0
PROD000820,WH_18,45,44,4,0,85,19,9,4.8
PROD000821,WH_06,66,37,1,0,102,23,8,4.3
PROD000821,WH_05,99,7,2,0,104,29,2,4.8
PROD000821,WH_17,50,9,7,0,52,20,2,4.7
PROD000821,WH_04,66,24,3,0,87,23,6,4.1
PROD000822,WH_14,14,35,1,0,48,12,5,4.9
PROD000822,WH_09,77,63,13,0,127,25,2,4.2
PROD000822,WH_06,67,25,6,0,86,23,15,4.9
PROD000823,WH_04,58,28,5,0,81,21,7,3.8
PROD000823,WH_17,108,55,11,0,152,31,8,4.0
PROD000823,WH_16,44,35,7,0,72,18,12,4.6
PROD000824,WH_19,44,4,4,0,44,18,3,3.3
PROD000824,WH_14,52,31,3,0,80,20,8,3.9
PROD000824,WH_09,66,30,0,0,96,23,10,4.2
PROD000824,WH_12,52,27,2,0,77,20,11,2.9
PROD000824,WH_06,60,16,1,0,75,22,11,4.0
PROD000825,WH_14,46,41,2,0,85,19,8,4.5
PROD000825,WH_20,48,36,0,0,84,19,9,4.0
PROD000825,WH_08,87,19,3,0,103,27,19,4.3
PROD000826,WH_11,92,6,1,0,97,28,9,4.0
PROD000826,WH_16,84,56,8,0,132,26,16,3.3
PROD000826,WH_02,76,19,2,0,93,25,16,3.1
PROD000827,WH_02,61,37,8,0,90,22,19,4.2
PROD000827,WH_16,73,12,0,0,85,24,3,3.1
PROD000827,WH_08,29,16,6,0,39,15,12,4.4
PROD000828,WH_18,62,18,7,0,73,22,16,3.8
PROD000828,WH_09,92,17,1,0,108,28,18,4.4
PROD000828,WH_17,18,33,3,0,48,13,18,4.8
PROD000828,WH_19,73,18,1,0,90,24,12,4.1
PROD000829,WH_02,61,25,0,0,86,22,16,4.8
PROD000829,WH_05,89,17,1,0,105,27,5,3.7
PROD000829,WH_01,47,64,14,0,97,19,10,2.6
PROD000830,WH_13,37,20,0,0,57,17,9,4.3
PROD000830,WH_20,48,13,2,0,59,19,8,4.5
PROD000830,WH_03,100,14,4,0,110,30,5,4.9
PROD000831,WH_13,58,18,4,0,72,21,14,3.8
PROD000831,WH_08,54,15,0,0,69,20,20,2.9
PROD000831,WH_17,58,20,2,0,76,21,14,2.9
PROD000831,WH_11,59,49,1,0,107,21,4,4.1
PROD000832,WH_14,104,69,26,0,147,30,16,3.7
PROD000832,WH_08,74,68,42,1,99,24,17,3.3
PROD000832,WH_18,38,48,0,0,86,17,6,4.1
PROD000833,WH_04,78,12,0,0,90,25,6,2.9
PROD000833,WH_07,56,34,8,0,82,21,4,2.6
PROD000833,WH_16,82,38,4,0,116,26,11,2.6
PROD000833,WH_03,36,9,3,0,42,17,12,4.0
PROD000833,WH_13,25,33,8,0,50,15,9,4.9
PROD000834,WH_02,86,33,5,0,114,27,20,2.9
PROD000834,WH_19,54,47,1,0,100,20,17,3.1
PROD000834,WH_07,90,39,3,0,126,28,10,2.9
PROD000834,WH_13,38,44,3,0,79,17,17,4.7
PROD000835,WH_18,93,4,4,0,93,28,20,4.8
PROD000835,WH_13,103,61,11,0,153,30,16,2.8
PROD000835,WH_08,41,42,10,0,73,18,6,3.9
PROD000836,WH_20,24,27,1,0,50,14,14,2.8
PROD000836,WH_15,69,41,4,0,106,23,11,4.5
PROD000836,WH_12,44,58,10,0,92,18,13,2.8
PROD000836,WH_09,79,19,4,0,94,25,13,3.9
PROD000836,WH_18,39,39,5,0,73,17,6,2.7
PROD000837,WH_07,41,11,0,0,52,18,13,3.0
PROD000837,WH_14,95,35,2,0,128,29,5,3.6
PROD000837,WH_15,42,9,2,0,49,18,14,3.9
PROD000838,WH_05,37,46,7,0,76,17,18,4.1
PROD000838,WH_08,22,32,0,0,54,14,13,2.6
PROD000838,WH_06,58,17,5,0,70,21,20,4.6
PROD000838,WH_14,96,36,5,0,127,29,2,2.7
PROD000839,WH_01,71,33,0,0,104,24,6,3.8
PROD000839,WH_06,25,42,5,0,62,15,7,2.9
PROD000839,WH_07,90,5,0,0,95,28,2,3.2
PROD000840,WH_19,96,0,0,0,96,29,10,3.3
PROD000840,WH_01,57,16,3,0,70,21,20,4.6
PROD000840,WH_12,79,21,5,0,95,25,19,3.4
PROD000840,WH_08,17,8,2,0,23,13,9,3.2
PROD000841,WH_08,94,13,1,0,106,28,3,3.2
PROD000841,WH_05,43,3,1,0,45,18,3,3.5
PROD000841,WH_10,44,45,3,0,86,18,4,4.7
PROD000841,WH_12,31,11,1,0,41,16,4,2.8
PROD000841,WH_02,80,39,11,0,108,26,4,4.4
PROD000842,WH_14,154,57,41,1,169,40,4,3.6
PROD000842,WH_17,70,30,3,0,97,24,15,3.5
PROD000842,WH_12,102,75,22,0,155,30,15,2.8
PROD000843,WH_17,69,17,2,0,84,23,7,4.6
PROD000843,WH_05,93,15,5,0,103,28,8,4.2
PROD000843,WH_06,39,13,3,0,49,17,14,3.5
PROD000843,WH_13,30,28,12,0,46,16,17,3.6
PROD000844,WH_08,73,32,1,0,104,24,14,4.6
PROD000844,WH_16,50,20,2,0,68,20,2,3.8
PROD000844,WH_06,37,17,6,0,48,17,20,3.5
PROD000845,WH_20,98,35,4,0,129,29,15,2.6
PROD000845,WH_04,44,12,5,0,51,18,16,4.7
PROD000845,WH_14,71,30,1,0,100,24,9,3.7
PROD000846,WH_14,97,33,6,0,124,29,12,4.2
PROD000846,WH_07,166,64,64,1,165,43,2,4.2
PROD000846,WH_15,32,37,2,0,67,16,14,2.7
PROD000847,WH_01,74,24,16,1,81,24,15,3.8
PROD000847,WH_17,37,34,0,0,71,17,7,2.7
PROD000847,WH_07,80,13,0,0,93,26,20,4.9
PROD000847,WH_10,89,40,11,0,118,27,7,4.6
PROD000847,WH_11,15,36,0,0,51,13,9,3.3
PROD000848,WH_07,116,55,18,0,153,33,12,4.6
PROD000848,WH_01,291,190,149,3,329,68,6,4.0
PROD000848,WH_15,70,7,2,0,75,24,14,3.9
PROD000849,WH_03,59,19,2,0,76,21,15,4.9
PROD000849,WH_18,49,20,3,0,66,19,8,4.7
PROD000849,WH_20,45,45,3,0,87,19,7,5.0
PROD000849,WH_01,19,10,0,0,29,13,8,4.6
PROD000850,WH_05,37,33,1,0,69,17,13,3.7
PROD000850,WH_01,69,50,2,0,117,23,13,4.8
PROD000850,WH_08,63,26,1,0,88,22,15,4.5
PROD000850,WH_04,48,4,1,0,51,19,19,2.6
PROD000850,WH_17,85,16,1,0,100,27,6,3.3
PROD000851,WH_16,101,21,2,0,120,30,17,4.1
PROD000851,WH_07,94,33,10,0,117,28,5,4.9
PROD000851,WH_19,67,3,1,0,69,23,4,3.6
PROD000851,WH_10,68,5,0,0,73,23,12,4.6
PROD000851,WH_13,63,32,4,0,91,22,8,3.6
PROD000852,WH_17,73,41,6,0,108,24,16,3.3
PROD000852,WH_12,83,31,3,0,111,26,14,3.9
PROD000852,WH_13,79,43,10,0,112,25,17,3.6
PROD000852,WH_14,80,27,6,1,100,26,13,4.9
PROD000852,WH_05,76,41,5,0,112,25,2,4.2
PROD000853,WH_19,95,17,10,0,102,29,3,4.6
PROD000853,WH_13,59,13,1,0,71,21,3,3.6
PROD000853,WH_17,88,28,0,0,116,27,15,3.9
PROD000853,WH_07,19,47,2,0,64,13,2,4.7
PROD000853,WH_05,81,46,6,0,121,26,8,4.8
PROD000854,WH_08,51,9,2,0,58,20,5,4.7
PROD000854,WH_05,67,73,30,0,110,23,2,4.8
PROD000854,WH_19,63,41,12,0,92,22,13,3.9
PROD000855,WH_20,58,34,0,0,92,21,20,3.5
PROD000855,WH_16,21,41,1,0,61,14,8,4.5
PROD000855,WH_18,65,20,5,0,80,23,3,4.2
PROD000855,WH_17,55,41,3,0,93,21,9,3.8
PROD000855,WH_10,79,8,2,0,85,25,11,2.6
PROD000856,WH_20,67,53,5,0,115,23,12,3.6
PROD000856,WH_15,95,51,7,0,139,29,3,3.5
PROD000856,WH_06,56,33,2,0,87,21,19,4.3
PROD000856,WH_11,86,45,7,0,124,27,18,3.5
PROD000857,WH_09,33,54,15,0,72,16,3,3.7
PROD000857,WH_11,88,14,4,0,98,27,19,5.0
PROD000857,WH_16,59,39,3,0,95,21,11,2.7
PROD000857,WH_12,28,32,4,0,56,15,19,3.8
PROD000857,WH_04,26,21,2,0,45,15,14,3.7
PROD000858,WH_10,47,35,5,0,77,19,19,2.6
PROD000858,WH_12,85,24,3,0,106,27,5,4.9
PROD000858,WH_08,91,36,2,0,125,28,8,4.5
PROD000858,WH_01,41,44,3,0,82,18,20,3.8
PROD000859,WH_10,26,31,7,0,50,15,18,3.0
PROD000859,WH_16,28,25,7,0,46,15,8,4.7
PROD000859,WH_09,59,10,6,0,63,21,8,4.6
PROD000860,WH_11,103,30,6,0,127,30,18,3.8
PROD000860,WH_20,34,6,2,0,38,16,20,2.8
PROD000860,WH_06,102,43,4,0,141,30,17,3.9
PROD000861,WH_13,94,33,3,0,124,28,8,2.8
PROD000861,WH_11,69,11,2,0,78,23,7,3.5
PROD000861,WH_04,100,29,1,0,128,30,17,2.7
PROD000861,WH_16,16,30,1,0,45,13,3,3.1
PROD000861,WH_14,88,6,1,0,93,27,8,3.4
PROD000862,WH_12,104,11,9,0,106,30,4,4.0
PROD000862,WH_01,71,47,24,0,94,24,11,4.3
PROD000862,WH_20,95,7,1,0,101,29,10,4.8
PROD000863,WH_20,64,30,2,0,92,22,14,4.4
PROD000863,WH_19,53,16,7,1,61,20,19,4.2
PROD000863,WH_05,36,12,3,0,45,17,19,4.7
PROD000864,WH_14,113,29,13,0,129,32,5,3.5
PROD000864,WH_17,88,46,0,0,134,27,16,3.7
PROD000864,WH_11,39,32,0,0,71,17,10,3.8
PROD000864,WH_07,128,50,16,1,161,35,20,3.6
PROD000865,WH_11,75,33,4,0,104,25,11,3.9
PROD000865,WH_10,71,2,1,0,72,24,6,4.9
PROD000865,WH_14,79,1,1,0,79,25,6,2.6
PROD000865,WH_18,43,19,14,1,47,18,15,4.4
PROD000865,WH_06,94,17,3,0,108,28,13,2.7
PROD000866,WH_12,22,29,1,0,50,14,15,2.6
PROD000866,WH_16,88,58,15,0,131,27,2,3.7
PROD000866,WH_04,57,54,23,0,88,21,11,4.4
PROD000867,WH_20,54,11,2,0,63,20,9,2.7
PROD000867,WH_05,47,7,4,0,50,19,18,2.8
PROD000867,WH_10,31,42,5,0,68,16,17,3.4
PROD000867,WH_07,86,29,7,0,108,27,20,2.9
PROD000868,WH_08,64,22,6,0,80,22,3,4.6
PROD000868,WH_19,67,30,0,0,97,23,10,3.9
PROD000868,WH_20,68,17,7,0,78,23,6,4.4
PROD000868,WH_12,79,8,6,0,81,25,15,3.7
PROD000868,WH_16,92,34,5,0,121,28,12,4.7
PROD000869,WH_13,91,17,1,0,107,28,10,4.3
PROD000869,WH_05,84,47,6,1,124,26,20,4.2
PROD000869,WH_02,68,10,1,0,77,23,4,2.9
PROD000869,WH_15,96,16,0,0,112,29,15,2.8
PROD000869,WH_09,67,45,3,0,109,23,2,3.3
PROD000870,WH_18,80,34,10,0,104,26,11,5.0
PROD000870,WH_15,68,53,4,0,117,23,3,3.0
PROD000870,WH_05,94,43,1,0,136,28,6,3.5
PROD000871,WH_18,84,28,9,0,103,26,12,4.1
PROD000871,WH_17,48,4,2,0,50,19,5,4.2
PROD000871,WH_16,17,35,1,0,51,13,17,3.8
PROD000871,WH_13,32,38,3,0,67,16,4,4.1
PROD000871,WH_04,49,62,13,1,97,19,12,3.0
PROD000872,WH_13,55,22,1,0,76,21,19,3.0
PROD000872,WH_05,117,37,12,0,142,33,4,4.3
PROD000872,WH_17,85,28,3,0,110,27,15,5.0
PROD000872,WH_11,18,36,4,0,50,13,16,4.2
PROD000873,WH_05,52,29,9,0,72,20,6,3.6
PROD000873,WH_02,27,17,4,0,40,15,15,3.5
PROD000873,WH_10,47,23,9,0,61,19,15,4.6
PROD000874,WH_10,40,31,1,0,70,18,20,4.6
PROD000874,WH_14,98,51,17,0,132,29,13,2.8
PROD000874,WH_01,96,6,1,0,101,29,5,3.0
PROD000875,WH_18,42,36,9,0,69,18,13,4.6
PROD000875,WH_16,23,46,5,0,64,14,6,3.2
PROD000875,WH_15,74,30,3,0,101,24,5,2.8
PROD000875,WH_20,63,28,4,0,87,22,12,2.7
PROD000876,WH_04,29,28,3,0,54,15,17,4.5
PROD000876,WH_07,93,36,2,0,127,28,6,4.7
PROD000876,WH_01,92,30,3,0,119,28,14,2.7
PROD000876,WH_20,68,23,8,0,83,23,6,4.8
PROD000877,WH_01,55,30,10,1,74,21,4,4.3
PROD000877,WH_10,73,31,0,0,104,24,2,4.2
PROD000877,WH_20,13,37,2,0,48,12,17,4.3
PROD000877,WH_12,40,15,3,0,52,18,9,2.9
PROD000877,WH_13,33,55,12,0,76,16,10,3.6
PROD000878,WH_12,90,9,0,0,99,28,5,3.7
PROD000878,WH_17,55,36,0,0,91,21,17,4.4
PROD000878,WH_11,34,12,2,0,44,16,5,3.6
PROD000879,WH_01,110,54,11,0,153,32,14,3.0
PROD000879,WH_05,106,86,38,0,154,31,11,4.8
PROD000879,WH_12,64,37,7,0,94,22,10,4.3
PROD000880,WH_05,54,53,7,0,100,20,15,3.8
PROD000880,WH_17,100,27,1,0,126,30,19,4.8
PROD000880,WH_16,107,57,12,0,152,31,11,3.8
PROD000880,WH_12,44,24,1,0,67,18,2,3.2
PROD000881,WH_04,85,30,0,0,115,27,15,3.5
PROD000881,WH_17,85,28,4,1,108,27,20,2.8
PROD000881,WH_08,99,21,2,0,118,29,10,3.4
PROD000881,WH_12,29,2,0,0,31,15,8,3.0
PROD000881,WH_06,68,44,0,0,112,23,4,3.6
PROD000882,WH_01,71,21,3,0,89,24,15,3.6
PROD000882,WH_03,43,44,4,0,83,18,3,2.8
PROD000882,WH_04,27,20,1,0,46,15,10,3.0
PROD000883,WH_14,97,33,3,1,126,29,15,2.7
PROD000883,WH_11,93,45,0,0,138,28,19,2.8
PROD000883,WH_02,89,4,2,0,91,27,4,3.2
PROD000883,WH_04,45,26,3,0,68,19,16,3.2
PROD000883,WH_01,96,18,3,0,111,29,16,3.6
PROD000884,WH_09,19,32,0,0,51,13,13,2.7
PROD000884,WH_08,55,1,1,0,55,21,5,4.2
PROD000884,WH_07,75,37,14,0,98,25,12,4.3
PROD000884,WH_06,16,13,2,0,27,13,9,4.2
PROD000885,WH_12,28,49,4,0,73,15,12,3.8
PROD000885,WH_16,46,24,7,0,63,19,17,3.1
PROD000885,WH_18,51,24,1,0,74,20,10,4.0
PROD000885,WH_07,30,37,2,0,65,16,17,4.1
PROD000886,WH_17,33,38,0,0,71,16,5,3.1
PROD000886,WH_09,83,18,1,0,100,26,9,2.8
PROD000886,WH_11,55,46,3,1,97,21,4,3.2
PROD000886,WH_20,59,44,2,0,101,21,10,4.0
PROD000886,WH_07,33,25,0,0,58,16,6,3.8
PROD000887,WH_19,30,4,3,0,31,16,10,3.4
PROD000887,WH_15,42,13,4,0,51,18,8,3.3
PROD000887,WH_11,38,32,0,0,70,17,20,3.1
PROD000887,WH_02,38,25,0,0,63,17,14,4.7
PROD000887,WH_05,90,26,0,0,116,28,19,4.2
PROD000888,WH_16,83,18,10,0,91,26,6,3.6
PROD000888,WH_08,74,48,3,0,119,24,4,4.1
PROD000888,WH_10,32,27,0,0,59,16,6,4.8
