CustomerID,Age,Gender,City,State,Country,Segment,Income,SignupDate,LifetimeValue,LoyaltyTier
CUST001802,43,Female,Birmingham,England,UK,Premium,31100.0,2024-11-05,4584.44,Gold
CUST001803,34,Female,Leeds,England,UK,Regular,43400.0,2022-11-09,3713.97,Silver
CUST001804,32,Female,Delhi,Delhi,India,Regular,46800.0,2022-02-10,3358.22,Silver
CUST001805,39,Female,Leeds,England,UK,Budget,10600.0,2024-06-24,1370.66,Bronze
CUST001806,18,Female,Toronto,Ontario,Canada,Budget,23400.0,2022-12-28,191.05,Bronze
CUST001807,44,Male,Seattle,WA,USA,Premium,59300.0,2021-04-23,3424.22,Silver
CUST001808,37,Female,Seattle,WA,USA,Regular,70600.0,2021-08-06,7268.63,Platinum
CUST001809,38,Female,Seattle,WA,USA,Budget,39300.0,2024-06-22,442.09,Bronze
CUST001810,50,Male,Los Angeles,CA,USA,Regular,53000.0,2021-04-17,3439.34,Silver
CUST001811,18,Male,Hyderabad,Telangana,India,Regular,62600.0,2021-05-17,2313.51,Silver
CUST001812,18,Female,Phoenix,AZ,USA,Regular,30800.0,2022-11-02,6866.11,Gold
CUST001813,41,Female,Seattle,WA,USA,Budget,24500.0,2020-11-27,7679.86,Platinum
CUST001814,37,Male,New York,NY,USA,Regular,32400.0,2021-12-17,2860.64,Silver
CUST001815,40,Female,Bengaluru,Karnataka,India,Premium,41700.0,2020-01-03,6234.6,Gold
CUST001816,31,Female,Toronto,Ontario,Canada,Premium,67800.0,2021-05-06,2346.53,Silver
CUST001817,46,Female,Chennai,Tamil Nadu,India,Regular,35000.0,2020-01-05,2509.71,Silver
CUST001818,50,Male,Los Angeles,CA,USA,Regular,33200.0,2020-10-26,3758.99,Silver
CUST001819,44,Male,London,England,UK,Regular,35400.0,2023-04-30,3816.3,Silver
CUST001820,34,Male,New York,NY,USA,Budget,22400.0,2024-06-23,1564.7,Bronze
CUST001821,18,Female,Montreal,Quebec,Canada,Regular,54200.0,2021-11-08,3206.31,Silver
CUST001822,48,Female,Houston,TX,USA,Regular,27900.0,2022-04-07,3174.68,Silver
CUST001823,53,Male,Toronto,Ontario,Canada,Premium,36800.0,2020-01-28,9254.8,Platinum
CUST001824,46,Female,Bengaluru,Karnataka,India,New,44300.0,2020-05-19,2099.95,Bronze
CUST001825,26,Male,Bengaluru,Karnataka,India,Regular,53400.0,2024-12-25,5321.85,Gold
CUST001826,46,Female,Hyderabad,Telangana,India,Budget,25600.0,2023-08-01,206.95,Bronze
CUST001827,49,Male,Los Angeles,CA,USA,Budget,13100.0,2022-06-09,3942.4,Silver
CUST001828,58,Female,New York,NY,USA,New,30800.0,2021-11-10,2912.64,Silver
CUST001829,26,Female,Dallas,TX,USA,Budget,24800.0,2023-01-04,165.98,Bronze
CUST001830,35,Female,Houston,TX,USA,Regular,22500.0,2023-08-04,3935.41,Silver
CUST001831,47,Male,Mumbai,Maharashtra,India,Regular,25700.0,2022-09-28,2883.28,Silver
CUST001832,38,Male,Birmingham,England,UK,New,30600.0,2020-12-25,79.58,Bronze
CUST001833,23,Male,Bengaluru,Karnataka,India,Budget,37100.0,2020-04-19,3535.49,Silver
CUST001834,43,Female,Delhi,Delhi,India,Budget,24100.0,2021-04-15,2752.79,Silver
CUST001835,45,Male,Los Angeles,CA,USA,New,25300.0,2024-03-10,623.45,Bronze
CUST001836,39,Female,New York,NY,USA,Budget,19900.0,2020-04-04,885.24,Bronze
CUST001837,40,Female,Dallas,TX,USA,Budget,16100.0,2022-05-07,1036.37,Bronze
CUST001838,34,Male,New York,NY,USA,Regular,30200.0,2021-07-05,2326.43,Silver
CUST001839,57,Male,Pune,Maharashtra,India,Regular,50300.0,2021-08-13,4333.23,Gold
CUST001840,26,Male,Mumbai,Maharashtra,India,Regular,15300.0,2022-07-23,4933.53,Gold
CUST001841,30,Female,Hyderabad,Telangana,India,Budget,39400.0,2022-05-12,6803.74,Gold
CUST001842,38,Other,Manchester,England,UK,New,87500.0,2022-04-19,450.46,Bronze
CUST001843,49,Male,Chennai,Tamil Nadu,India,New,35200.0,2024-05-06,2870.68,Silver
CUST001844,18,Other,London,England,UK,Regular,25000.0,2021-02-08,6177.94,Gold
CUST001845,20,Male,Toronto,Ontario,Canada,Budget,36800.0,2023-06-10,2222.54,Silver
CUST001846,18,Male,Bengaluru,Karnataka,India,Premium,74100.0,2021-04-25,6747.25,Gold
CUST001847,38,Female,Mumbai,Maharashtra,India,Regular,28700.0,2024-11-13,4674.06,Gold
CUST001848,23,Female,Houston,TX,USA,New,21100.0,2024-05-30,393.27,Bronze
CUST001849,33,Male,Bengaluru,Karnataka,India,New,27200.0,2023-09-02,243.67,Bronze
CUST001850,46,Female,Houston,TX,USA,Budget,23800.0,2023-07-05,2002.24,Bronze
CUST001851,29,Female,Houston,TX,USA,Budget,32600.0,2024-06-25,1532.36,Bronze
CUST001852,41,Female,London,England,UK,Regular,41300.0,2021-08-04,7735.22,Platinum
CUST001853,34,Female,Los Angeles,CA,USA,Budget,26700.0,2024-09-02,1556.29,Bronze
CUST001854,46,Male,Houston,TX,USA,Regular,31300.0,2024-06-30,5529.75,Gold
CUST001855,44,Male,Phoenix,AZ,USA,Premium,96000.0,2021-12-05,8162.72,Platinum
CUST001856,29,Female,Bengaluru,Karnataka,India,Budget,19900.0,2021-09-14,4993.7,Gold
CUST001857,35,Female,Bengaluru,Karnataka,India,Premium,149500.0,2021-09-24,4075.19,Silver
CUST001858,51,Male,Montreal,Quebec,Canada,Budget,16200.0,2020-09-08,8852.18,Platinum
CUST001859,43,Male,Pune,Maharashtra,India,Regular,43400.0,2021-01-22,2186.55,Bronze
CUST001860,19,Male,New York,NY,USA,Premium,175100.0,2023-03-01,7922.94,Platinum
CUST001861,46,Female,Bengaluru,Karnataka,India,Regular,58000.0,2021-10-15,1246.95,Bronze
CUST001862,23,Male,London,England,UK,Premium,91400.0,2023-11-30,5863.82,Gold
CUST001863,56,Male,Seattle,WA,USA,Regular,41500.0,2020-11-21,5441.61,Gold
CUST001864,51,Male,Montreal,Quebec,Canada,Budget,22300.0,2020-09-25,1294.01,Bronze
CUST001865,41,Female,Vancouver,British Columbia,Canada,Regular,33600.0,2022-03-22,910.49,Bronze
CUST001866,40,Female,Los Angeles,CA,USA,Regular,28200.0,2022-08-06,1925.17,Bronze
CUST001867,35,Male,Hyderabad,Telangana,India,Budget,10900.0,2021-11-24,64.98,Bronze
CUST001868,46,Male,Los Angeles,CA,USA,Budget,29100.0,2020-11-04,519.8,Bronze
CUST001869,33,Male,Montreal,Quebec,Canada,Budget,10900.0,2020-06-10,3263.0,Silver
CUST001870,41,Female,Glasgow,Scotland,UK,Regular,48700.0,2024-08-11,22.44,Bronze
CUST001871,49,Female,Los Angeles,CA,USA,Budget,19000.0,2021-12-30,1460.87,Bronze
CUST001872,30,Female,Pune,Maharashtra,India,Regular,23600.0,2023-12-11,2990.81,Silver
CUST001873,29,Female,London,England,UK,Regular,68400.0,2024-09-09,2854.67,Silver
CUST001874,22,Male,Phoenix,AZ,USA,Regular,18900.0,2024-12-30,788.93,Bronze
CUST001875,24,Male,Hyderabad,Telangana,India,Budget,16100.0,2024-07-11,890.87,Bronze
CUST001876,18,Male,Mumbai,Maharashtra,India,Regular,28100.0,2022-10-06,4433.93,Gold
CUST001877,47,Male,Glasgow,Scotland,UK,New,35000.0,2020-09-20,2302.7,Silver
CUST001878,61,Male,Delhi,Delhi,India,Premium,49600.0,2020-08-05,3829.86,Silver
CUST001879,56,Female,Houston,TX,USA,Regular,70100.0,2021-02-07,7070.82,Gold
CUST001880,18,Male,Los Angeles,CA,USA,Regular,19600.0,2021-10-11,1515.27,Bronze
CUST001881,47,Female,Chennai,Tamil Nadu,India,Budget,137000.0,2021-12-14,1798.67,Bronze
CUST001882,56,Male,Dallas,TX,USA,Regular,22600.0,2024-11-29,562.63,Bronze
CUST001883,32,Male,Glasgow,Scotland,UK,Budget,82400.0,2020-11-22,4915.94,Gold
CUST001884,39,Female,Vancouver,British Columbia,Canada,Regular,59400.0,2024-11-16,3554.06,Silver
CUST001885,18,Male,Pune,Maharashtra,India,Premium,62200.0,2021-01-22,8481.94,Platinum
CUST001886,41,Male,Birmingham,England,UK,Budget,24100.0,2021-05-27,3332.31,Silver
CUST001887,24,Male,Manchester,England,UK,Budget,18400.0,2023-09-05,700.37,Bronze
CUST001888,40,Female,Chennai,Tamil Nadu,India,Budget,25500.0,2024-07-15,2727.75,Silver
CUST001889,18,Male,Chennai,Tamil Nadu,India,Regular,26100.0,2020-08-07,1037.13,Bronze
CUST001890,45,Female,Seattle,WA,USA,Budget,30000.0,2023-11-26,1383.04,Bronze
CUST001891,51,Other,Birmingham,England,UK,Budget,23600.0,2022-05-05,312.36,Bronze
CUST001892,27,Female,New York,NY,USA,New,20900.0,2021-07-06,1226.67,Bronze
CUST001893,23,Male,Los Angeles,CA,USA,Premium,79200.0,2022-09-09,3492.58,Silver
CUST001894,18,Female,Houston,TX,USA,New,38500.0,2023-10-04,3672.65,Silver
CUST001895,34,Male,Glasgow,Scotland,UK,Budget,15800.0,2022-07-19,1105.87,Bronze
CUST001896,30,Female,Hyderabad,Telangana,India,Regular,30000.0,2022-07-21,4052.08,Silver
CUST001897,18,Female,Montreal,Quebec,Canada,Budget,27400.0,2022-10-15,1209.21,Bronze
CUST001898,43,Male,Dallas,TX,USA,Regular,59300.0,2023-01-10,5587.92,Gold
CUST001899,32,Male,Dallas,TX,USA,Regular,34100.0,2024-09-26,3655.44,Silver
CUST001900,24,Female,Seattle,WA,USA,Budget,33100.0,2023-04-14,4116.81,Silver
CUST001901,30,Female,Chicago,IL,USA,Premium,110500.0,2023-03-05,1226.29,Bronze
CUST001902,51,Female,Dallas,TX,USA,Premium,117500.0,2023-09-28,7454.49,Platinum
CUST001903,45,Female,Toronto,Ontario,Canada,Budget,26300.0,2024-06-16,1956.87,Bronze
CUST001904,36,Female,Phoenix,AZ,USA,New,21800.0,2022-12-19,922.73,Bronze
CUST001905,46,Female,Mumbai,Maharashtra,India,Premium,97600.0,2020-05-22,4120.84,Silver
CUST001906,22,Female,New York,NY,USA,Premium,60000.0,2024-02-02,12019.34,Platinum
CUST001907,38,Male,London,England,UK,Premium,82100.0,2021-07-13,2745.78,Silver
CUST001908,39,Female,Pune,Maharashtra,India,Premium,49300.0,2020-03-25,7521.54,Platinum
CUST001909,31,Female,Montreal,Quebec,Canada,New,24900.0,2020-03-12,2384.35,Silver
CUST001910,43,Male,Phoenix,AZ,USA,Regular,26500.0,2023-06-03,929.56,Bronze
CUST001911,27,Male,Vancouver,British Columbia,Canada,Budget,12000.0,2024-04-26,1392.76,Bronze
CUST001912,44,Male,Phoenix,AZ,USA,Regular,27900.0,2021-05-11,1376.01,Bronze
CUST001913,45,Male,Chennai,Tamil Nadu,India,New,20500.0,2023-06-25,147.95,Bronze
CUST001914,18,Female,Phoenix,AZ,USA,Regular,46900.0,2023-07-16,1643.93,Bronze
CUST001915,53,Male,Leeds,England,UK,New,20200.0,2021-05-22,9379.46,Platinum
CUST001916,18,Female,Bengaluru,Karnataka,India,Budget,16100.0,2023-09-10,77.84,Bronze
CUST001917,29,Male,Chennai,Tamil Nadu,India,New,32700.0,2022-05-30,68.46,Bronze
CUST001918,51,Female,Bengaluru,Karnataka,India,Regular,82100.0,2022-08-04,998.34,Bronze
CUST001919,33,Female,Seattle,WA,USA,Budget,16000.0,2020-10-13,790.45,Bronze
CUST001920,18,Female,Chennai,Tamil Nadu,India,Regular,19500.0,2021-05-05,4043.47,Silver
CUST001921,23,Female,Seattle,WA,USA,Budget,12100.0,2023-02-28,1641.18,Bronze
CUST001922,51,Male,Chicago,IL,USA,Budget,14800.0,2024-12-24,3345.48,Silver
CUST001923,18,Female,Chicago,IL,USA,Regular,27000.0,2023-10-04,4226.4,Silver
CUST001924,52,Female,Dallas,TX,USA,Regular,102400.0,2024-02-23,7810.05,Platinum
CUST001925,37,Male,Seattle,WA,USA,Regular,56100.0,2021-01-29,3025.94,Silver
CUST001926,22,Other,Pune,Maharashtra,India,New,28400.0,2021-02-17,169.17,Bronze
CUST001927,30,Male,Dallas,TX,USA,Regular,83600.0,2024-10-17,1223.27,Bronze
CUST001928,24,Female,Birmingham,England,UK,Regular,27600.0,2023-03-28,10849.92,Platinum
CUST001929,49,Male,Dallas,TX,USA,Budget,18100.0,2024-04-03,1158.37,Bronze
CUST001930,47,Female,Bengaluru,Karnataka,India,Budget,17600.0,2020-09-22,2589.07,Silver
CUST001931,18,Male,Phoenix,AZ,USA,Premium,103800.0,2021-05-24,10364.4,Platinum
CUST001932,32,Male,Houston,TX,USA,Regular,35200.0,2024-05-02,6972.21,Gold
CUST001933,26,Male,Glasgow,Scotland,UK,Regular,71600.0,2021-07-14,1470.77,Bronze
CUST001934,54,Other,Montreal,Quebec,Canada,Budget,26500.0,2020-12-09,800.81,Bronze
CUST001935,20,Male,Montreal,Quebec,Canada,Regular,54700.0,2024-09-03,677.72,Bronze
CUST001936,58,Female,New York,NY,USA,Regular,16000.0,2021-11-22,3616.85,Silver
CUST001937,37,Female,Toronto,Ontario,Canada,Budget,10100.0,2022-05-16,2469.97,Silver
CUST001938,22,Female,Glasgow,Scotland,UK,Regular,17200.0,2024-02-28,5549.48,Gold
CUST001939,29,Male,Toronto,Ontario,Canada,Budget,18000.0,2020-05-28,2239.68,Silver
CUST001940,27,Female,Dallas,TX,USA,Budget,10900.0,2024-12-09,4151.06,Silver
CUST001941,21,Female,Phoenix,AZ,USA,Budget,38100.0,2022-07-18,2533.95,Silver
CUST001942,39,Male,Chicago,IL,USA,Regular,33200.0,2020-08-06,3275.88,Silver
CUST001943,22,Male,Mumbai,Maharashtra,India,Regular,47900.0,2023-06-12,2735.15,Silver
CUST001944,18,Female,New York,NY,USA,Regular,29100.0,2023-07-23,4487.0,Gold
CUST001945,33,Male,Seattle,WA,USA,Regular,52600.0,2021-05-14,3459.09,Silver
CUST001946,18,Male,London,England,UK,Regular,15000.0,2023-10-18,4185.85,Silver
CUST001947,28,Male,Montreal,Quebec,Canada,Regular,35500.0,2022-06-27,5335.59,Gold
CUST001948,26,Female,London,England,UK,Regular,45500.0,2024-01-31,2921.75,Silver
CUST001949,26,Female,Bengaluru,Karnataka,India,Regular,47300.0,2024-08-29,875.11,Bronze
CUST001950,64,Female,New York,NY,USA,Regular,31500.0,2023-03-25,2552.29,Silver
CUST001951,38,Female,Vancouver,British Columbia,Canada,Regular,16800.0,2024-04-17,7170.98,Gold
CUST001952,41,Male,New York,NY,USA,Budget,34300.0,2022-05-20,1602.95,Bronze
CUST001953,18,Male,Phoenix,AZ,USA,Regular,30400.0,2022-07-19,2515.84,Silver
CUST001954,29,Male,Glasgow,Scotland,UK,Budget,19000.0,2022-08-13,2309.7,Silver
CUST001955,40,Male,Dallas,TX,USA,Budget,59100.0,2020-03-01,835.36,Bronze
CUST001956,24,Male,Pune,Maharashtra,India,Budget,22800.0,2020-09-30,2880.35,Silver
CUST001957,49,Female,Chennai,Tamil Nadu,India,New,25900.0,2022-11-01,912.87,Bronze
CUST001958,22,Male,Dallas,TX,USA,New,25200.0,2024-01-06,1106.55,Bronze
CUST001959,34,Male,Dallas,TX,USA,Premium,87400.0,2023-12-21,5631.99,Gold
CUST001960,30,Male,Houston,TX,USA,Regular,25100.0,2021-04-09,4077.56,Silver
CUST001961,40,Male,Chicago,IL,USA,Budget,27400.0,2020-10-14,893.58,Bronze
CUST001962,29,Male,Vancouver,British Columbia,Canada,Budget,35800.0,2020-06-16,506.02,Bronze
CUST001963,34,Male,London,England,UK,Premium,62800.0,2020-05-15,5955.07,Gold
CUST001964,34,Male,Seattle,WA,USA,New,51000.0,2024-10-25,203.41,Bronze
CUST001965,28,Female,Seattle,WA,USA,Budget,21100.0,2020-11-07,5332.75,Gold
CUST001966,44,Female,Delhi,Delhi,India,Budget,16000.0,2021-04-01,2196.05,Silver
CUST001967,41,Female,Hyderabad,Telangana,India,Regular,17200.0,2024-03-04,6264.4,Gold
CUST001968,36,Female,Montreal,Quebec,Canada,Regular,41100.0,2023-08-19,5505.05,Gold
CUST001969,32,Female,Dallas,TX,USA,Regular,41500.0,2020-02-26,6322.24,Gold
CUST001970,48,Female,Glasgow,Scotland,UK,Regular,56500.0,2022-10-06,4598.54,Gold
CUST001971,34,Female,Dallas,TX,USA,Regular,54100.0,2021-07-11,1470.71,Bronze
CUST001972,34,Female,Chennai,Tamil Nadu,India,Premium,165700.0,2024-09-11,11929.01,Platinum
CUST001973,39,Male,Chicago,IL,USA,Budget,16800.0,2021-10-20,2997.78,Silver
CUST001974,60,Male,Bengaluru,Karnataka,India,Regular,42600.0,2023-07-13,4218.18,Silver
CUST001975,20,Male,Los Angeles,CA,USA,Budget,16000.0,2021-02-15,3491.56,Silver
CUST001976,48,Male,Chennai,Tamil Nadu,India,Regular,55200.0,2024-06-10,5514.05,Gold
CUST001977,18,Female,Los Angeles,CA,USA,New,21500.0,2020-01-13,3469.26,Silver
CUST001978,40,Male,Pune,Maharashtra,India,New,49300.0,2023-11-03,613.18,Bronze
CUST001979,58,Female,Los Angeles,CA,USA,Budget,15600.0,2022-12-18,1311.92,Bronze
CUST001980,44,Female,Delhi,Delhi,India,Regular,51300.0,2024-11-02,3268.56,Silver
CUST001981,40,Female,Phoenix,AZ,USA,Regular,62500.0,2024-07-08,1452.18,Bronze
CUST001982,30,Male,Delhi,Delhi,India,Regular,18000.0,2020-04-23,1877.35,Bronze
CUST001983,38,Male,Pune,Maharashtra,India,Budget,11900.0,2021-06-30,1806.57,Bronze
CUST001984,34,Male,Houston,TX,USA,New,36300.0,2020-07-12,469.31,Bronze
CUST001985,27,Other,Phoenix,AZ,USA,Premium,69300.0,2020-10-11,6576.03,Gold
CUST001986,34,Female,Los Angeles,CA,USA,Regular,31800.0,2021-09-30,3110.34,Silver
CUST001987,40,Female,Houston,TX,USA,Regular,29300.0,2021-10-09,6107.4,Gold
CUST001988,28,Female,London,England,UK,Regular,24700.0,2023-05-18,1566.15,Bronze
CUST001989,27,Female,Houston,TX,USA,Budget,25300.0,2021-07-02,1002.58,Bronze
CUST001990,20,Female,New York,NY,USA,Regular,23500.0,2020-04-15,5990.79,Gold
CUST001991,43,Male,Dallas,TX,USA,Budget,25700.0,2023-11-01,1103.05,Bronze
CUST001992,45,Male,Dallas,TX,USA,Regular,28000.0,2020-02-23,657.18,Bronze
CUST001993,41,Male,Chicago,IL,USA,Regular,30000.0,2022-05-22,5450.09,Gold
CUST001994,50,Female,Chennai,Tamil Nadu,India,Regular,62800.0,2021-01-11,3012.15,Silver
CUST001995,39,Female,Chicago,IL,USA,Budget,33500.0,2023-03-25,5707.36,Gold
CUST001996,43,Female,Montreal,Quebec,Canada,Budget,13900.0,2021-08-06,1446.6,Bronze
CUST001997,41,Female,Pune,Maharashtra,India,Budget,14700.0,2022-03-22,2428.39,Silver
CUST001998,36,Female,Houston,TX,USA,Regular,51500.0,2023-05-11,2467.58,Silver
CUST001999,31,Male,Bengaluru,Karnataka,India,Regular,19000.0,2024-11-12,2290.67,Silver
CUST002000,66,Male,Glasgow,Scotland,UK,Budget,41900.0,2020-08-03,1424.64,Bronze
CUST002001,32,Female,Leeds,England,UK,New,34700.0,2021-07-15,2076.02,Bronze
CUST002002,29,Female,Houston,TX,USA,Regular,28000.0,2022-07-03,807.15,Bronze
CUST002003,43,Female,Hyderabad,Telangana,India,Regular,36500.0,2022-04-06,4107.81,Silver
CUST002004,41,Male,Houston,TX,USA,Premium,120600.0,2021-11-03,7140.3,Gold
CUST002005,19,Female,Glasgow,Scotland,UK,Budget,8400.0,2024-11-14,1183.1,Bronze
CUST002006,52,Female,Houston,TX,USA,Regular,57600.0,2024-02-19,3801.18,Silver
CUST002007,36,Female,Dallas,TX,USA,Premium,111900.0,2020-01-21,7876.97,Platinum
CUST002008,23,Male,Manchester,England,UK,Regular,31400.0,2024-11-22,8908.36,Platinum
CUST002009,53,Female,Houston,TX,USA,Budget,21100.0,2024-06-14,862.98,Bronze
CUST002010,46,Female,Phoenix,AZ,USA,Regular,38600.0,2020-01-25,4308.06,Gold
CUST002011,21,Female,Pune,Maharashtra,India,Regular,50500.0,2021-01-29,2920.06,Silver
CUST002012,61,Female,Houston,TX,USA,Budget,15700.0,2021-11-23,35.79,Bronze
CUST002013,46,Female,New York,NY,USA,Premium,64900.0,2020-05-31,5582.22,Gold
CUST002014,37,Female,Seattle,WA,USA,Premium,62500.0,2021-07-30,5579.32,Gold
CUST002015,58,Female,Toronto,Ontario,Canada,Regular,49300.0,2024-07-24,1884.27,Bronze
CUST002016,40,Male,Delhi,Delhi,India,Regular,121000.0,2024-10-01,3314.39,Silver
CUST002017,37,Male,Glasgow,Scotland,UK,Premium,47000.0,2020-08-13,4205.39,Silver
CUST002018,29,Male,Mumbai,Maharashtra,India,Premium,67700.0,2022-11-23,7848.31,Platinum
CUST002019,45,Female,Hyderabad,Telangana,India,Regular,25800.0,2023-03-28,3655.76,Silver
CUST002020,44,Male,Bengaluru,Karnataka,India,Budget,17500.0,2023-08-01,6943.27,Gold
CUST002021,38,Male,Hyderabad,Telangana,India,Budget,13400.0,2021-01-03,3517.37,Silver
CUST002022,27,Female,Delhi,Delhi,India,Regular,18200.0,2020-10-28,4181.48,Silver
CUST002023,39,Female,Leeds,England,UK,Budget,37100.0,2021-11-24,3246.83,Silver
CUST002024,37,Male,Seattle,WA,USA,Regular,42600.0,2022-07-29,6338.34,Gold
CUST002025,20,Male,Houston,TX,USA,Budget,22700.0,2022-01-16,925.7,Bronze
CUST002026,18,Female,Houston,TX,USA,Regular,24500.0,2023-01-30,1041.41,Bronze
CUST002027,45,Male,Leeds,England,UK,Premium,63200.0,2023-03-06,9762.92,Platinum
CUST002028,18,Male,Vancouver,British Columbia,Canada,Regular,21600.0,2024-04-06,4124.15,Silver
CUST002029,40,Male,Pune,Maharashtra,India,Regular,35900.0,2022-09-01,5331.73,Gold
CUST002030,31,Male,Pune,Maharashtra,India,Regular,42200.0,2023-02-01,5023.83,Gold
CUST002031,55,Female,Mumbai,Maharashtra,India,Regular,28400.0,2023-08-03,5242.7,Gold
CUST002032,31,Male,Vancouver,British Columbia,Canada,Budget,15500.0,2023-03-12,1846.64,Bronze
CUST002033,46,Female,Pune,Maharashtra,India,Premium,52400.0,2021-06-30,6802.23,Gold
CUST002034,32,Male,Los Angeles,CA,USA,Regular,52400.0,2021-01-25,2831.37,Silver
CUST002035,39,Male,Birmingham,England,UK,Budget,23900.0,2020-12-24,2637.8,Silver
CUST002036,47,Male,Chicago,IL,USA,Regular,17600.0,2020-10-07,1519.64,Bronze
CUST002037,31,Female,Houston,TX,USA,Regular,50300.0,2020-02-02,4574.52,Gold
CUST002038,50,Male,Chicago,IL,USA,Regular,46400.0,2023-02-08,962.32,Bronze
CUST002039,25,Male,Seattle,WA,USA,Premium,71100.0,2020-07-13,6006.35,Gold
CUST002040,41,Male,Phoenix,AZ,USA,Budget,45700.0,2022-12-14,3270.33,Silver
CUST002041,49,Female,Phoenix,AZ,USA,Regular,36700.0,2020-11-11,2154.47,Bronze
CUST002042,46,Male,Montreal,Quebec,Canada,Premium,79300.0,2020-02-17,8635.41,Platinum
CUST002043,62,Female,New York,NY,USA,Budget,26900.0,2021-01-31,783.07,Bronze
CUST002044,28,Female,Delhi,Delhi,India,Budget,32300.0,2023-02-10,2178.82,Bronze
CUST002045,20,Female,Los Angeles,CA,USA,Budget,19700.0,2023-02-13,1262.35,Bronze
CUST002046,25,Female,Vancouver,British Columbia,Canada,Regular,27200.0,2021-11-10,1200.12,Bronze
CUST002047,46,Male,Bengaluru,Karnataka,India,Regular,56300.0,2020-01-05,4188.12,Silver
CUST002048,44,Female,Montreal,Quebec,Canada,New,49500.0,2024-04-29,826.29,Bronze
CUST002049,39,Female,Glasgow,Scotland,UK,Regular,64500.0,2023-09-19,4048.5,Silver
CUST002050,23,Male,Manchester,England,UK,New,39400.0,2022-11-10,5299.87,Gold
CUST002051,47,Female,Chicago,IL,USA,Budget,10400.0,2020-12-18,2770.23,Silver
CUST002052,22,Male,Houston,TX,USA,Budget,23500.0,2023-10-18,17.79,Bronze
CUST002053,53,Female,Bengaluru,Karnataka,India,Regular,36900.0,2022-09-26,1139.01,Bronze
CUST002054,75,Female,Chicago,IL,USA,New,56800.0,2023-10-15,152.58,Bronze
CUST002055,42,Female,Chicago,IL,USA,Budget,35100.0,2021-06-19,778.79,Bronze
CUST002056,45,Male,Bengaluru,Karnataka,India,Budget,28700.0,2023-10-31,641.0,Bronze
CUST002057,31,Female,Houston,TX,USA,New,12900.0,2024-07-09,676.51,Bronze
CUST002058,18,Female,Bengaluru,Karnataka,India,Budget,15000.0,2022-08-18,3029.86,Silver
CUST002059,30,Male,Houston,TX,USA,Regular,30800.0,2024-12-29,4669.54,Gold
CUST002060,23,Female,Chicago,IL,USA,Budget,18700.0,2023-07-14,716.45,Bronze
CUST002061,19,Female,Phoenix,AZ,USA,Budget,23500.0,2020-03-04,2114.2,Bronze
CUST002062,60,Female,Birmingham,England,UK,Budget,42400.0,2020-12-02,293.6,Bronze
CUST002063,41,Other,Delhi,Delhi,India,Regular,51600.0,2021-11-11,5013.67,Gold
CUST002064,42,Male,Hyderabad,Telangana,India,Regular,24000.0,2022-10-05,1066.06,Bronze
CUST002065,33,Male,Seattle,WA,USA,Budget,15000.0,2020-12-16,1306.57,Bronze
CUST002066,35,Male,Chicago,IL,USA,Premium,43200.0,2024-09-22,3255.76,Silver
CUST002067,50,Male,Pune,Maharashtra,India,Budget,20700.0,2022-10-30,2213.7,Silver
CUST002068,37,Male,Seattle,WA,USA,Regular,52200.0,2022-10-23,4700.5,Gold
CUST002069,44,Female,Chicago,IL,USA,Budget,33600.0,2024-12-01,253.19,Bronze
CUST002070,35,Male,Manchester,England,UK,Regular,30700.0,2024-07-03,2298.39,Silver
CUST002071,33,Female,Bengaluru,Karnataka,India,Regular,35800.0,2022-11-05,1504.23,Bronze
CUST002072,19,Male,Houston,TX,USA,Premium,138900.0,2024-04-07,13396.7,Platinum
CUST002073,18,Male,Houston,TX,USA,Budget,11200.0,2020-01-22,3143.59,Silver
CUST002074,34,Female,Vancouver,British Columbia,Canada,Budget,29000.0,2024-04-29,616.06,Bronze
CUST002075,38,Female,Toronto,Ontario,Canada,Budget,27700.0,2024-11-08,589.23,Bronze
CUST002076,21,Male,Pune,Maharashtra,India,Regular,31800.0,2021-01-15,834.38,Bronze
CUST002077,37,Female,Mumbai,Maharashtra,India,Regular,36000.0,2022-12-23,984.2,Bronze
CUST002078,38,Female,Montreal,Quebec,Canada,Budget,26300.0,2022-11-09,3201.3,Silver
CUST002079,18,Male,Manchester,England,UK,Budget,19100.0,2023-09-03,1940.51,Bronze
CUST002080,26,Female,Delhi,Delhi,India,Budget,16400.0,2024-12-30,10292.09,Platinum
CUST002081,43,Female,London,England,UK,Premium,47400.0,2021-06-01,7502.98,Platinum
CUST002082,43,Male,Chicago,IL,USA,Regular,83900.0,2022-06-12,2960.46,Silver
CUST002083,23,Female,Chennai,Tamil Nadu,India,Budget,17900.0,2023-01-08,3480.7,Silver
CUST002084,40,Female,Pune,Maharashtra,India,Regular,39800.0,2023-12-30,3208.03,Silver
CUST002085,51,Male,Phoenix,AZ,USA,Regular,51700.0,2024-04-28,4252.71,Silver
CUST002086,48,Female,Birmingham,England,UK,New,29700.0,2021-06-01,2023.72,Bronze
CUST002087,36,Male,Bengaluru,Karnataka,India,Budget,22100.0,2024-08-31,1015.55,Bronze
CUST002088,31,Male,Dallas,TX,USA,Premium,82000.0,2020-04-18,3089.23,Silver
CUST002089,29,Male,Bengaluru,Karnataka,India,Regular,24800.0,2022-04-28,8301.74,Platinum
